Solver,SeqSOR,CGSolver,BiCGSTABSolver,LoopSolver,SeqGS,GradientSolver,Precon,cells,post,pre,performance
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,55.0,2.0,3.0,10551.167857142858
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,55.0,4.0,6.0,11735.735714285716
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,53.0,3.0,0.0,11044.071428571426
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,2.0,4.0,9665.279642857142
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,51.0,5.0,0.0,10124.634642857143
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,53.0,5.0,0.0,9878.332857142856
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,54.0,6.0,3.0,10231.271428571428
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,51.0,2.0,1.0,10076.096785714284
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,52.0,2.0,6.0,9561.75
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,51.0,1.0,3.0,9957.02214285714
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,51.0,2.0,6.0,9970.569285714288
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,55.0,1.0,0.0,32063.72142857142
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,53.0,5.0,1.0,9876.677857142862
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,54.0,1.0,5.0,10188.057142857142
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,52.0,5.0,6.0,7278.923571428572
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,50.0,2.0,0.0,9609.776785714284
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,55.0,0.0,2.0,20277.92857142857
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,55.0,4.0,0.0,11708.317857142858
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,52.0,0.0,3.0,9791.786785714285
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,51.0,2.0,6.0,7571.543928571429
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,53.0,2.0,2.0,9887.424642857144
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,55.0,3.0,6.0,10680.067857142856
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,52.0,3.0,5.0,7238.027857142857
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,52.0,6.0,0.0,7865.539642857141
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,52.0,6.0,4.0,7894.88607142857
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,55.0,3.0,5.0,10765.192857142856
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,51.0,3.0,4.0,9982.263214285713
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,51.0,5.0,3.0,10049.314285714287
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,54.0,6.0,0.0,11342.64642857143
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,51.0,3.0,0.0,9229.539285714283
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,55.0,1.0,6.0,10618.171428571428
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,54.0,2.0,6.0,11214.1
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,50.0,6.0,0.0,6745.914642857142
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,51.0,3.0,2.0,10025.14607142857
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,53.0,5.0,5.0,10856.071428571426
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,55.0,2.0,6.0,10616.471428571427
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,53.0,0.0,5.0,12422.335714285713
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,53.0,4.0,0.0,9899.258214285714
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,54.0,2.0,2.0,10404.196428571431
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,54.0,1.0,2.0,14167.132142857143
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,51.0,2.0,5.0,10071.686785714284
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,50.0,6.0,1.0,7237.837142857142
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,54.0,3.0,2.0,11230.510714285716
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,51.0,1.0,4.0,10297.092857142856
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,51.0,5.0,0.0,6864.921071428573
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,55.0,1.0,2.0,14580.578571428572
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,51.0,0.0,6.0,15023.328571428572
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,52.0,4.0,6.0,10490.16785714286
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,53.0,1.0,0.0,16270.47142857143
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,55.0,0.0,1.0,21222.467857142852
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,53.0,5.0,4.0,10869.367857142859
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,53.0,0.0,6.0,12441.339285714284
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,53.0,2.0,4.0,9916.324285714285
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,50.0,6.0,5.0,9775.49107142857
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,54.0,5.0,3.0,8404.507500000002
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,54.0,2.0,1.0,11234.457142857142
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,51.0,6.0,3.0,7663.163214285714
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,52.0,5.0,6.0,9678.488214285713
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,51.0,4.0,6.0,7596.398214285714
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0,1.0,4.0,8773.922142857142
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,51.0,2.0,2.0,9276.332142857142
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,53.0,3.0,6.0,9889.011785714285
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,54.0,3.0,6.0,8612.562142857141
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,53.0,2.0,3.0,9815.322857142857
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,53.0,4.0,3.0,9959.477142857144
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,51.0,5.0,0.0,10039.1225
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,52.0,3.0,3.0,10447.16071428572
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,55.0,3.0,3.0,10559.935714285713
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,53.0,4.0,3.0,10892.02142857143
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,53.0,2.0,3.0,10159.392500000002
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,54.0,3.0,5.0,11273.360714285716
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,53.0,4.0,5.0,9878.282142857139
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,54.0,3.0,3.0,10356.971428571427
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,54.0,2.0,0.0,10234.85357142857
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,0.0,2.0,18934.0
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,2.0,6.0,9625.029642857142
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,50.0,6.0,0.0,6620.012857142859
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,50.0,6.0,1.0,7290.916785714287
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,53.0,1.0,3.0,12569.41785714286
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,55.0,3.0,0.0,11639.05357142857
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,54.0,5.0,6.0,7846.395714285715
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,54.0,1.0,4.0,11381.582142857142
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,50.0,3.0,6.0,8955.960000000001
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,52.0,2.0,2.0,10457.592857142856
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,52.0,0.0,5.0,9756.086785714288
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,53.0,4.0,4.0,7559.093928571428
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,54.0,3.0,1.0,11259.089285714288
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,54.0,6.0,4.0,11234.271428571428
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,51.0,6.0,0.0,7612.34607142857
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,50.0,6.0,4.0,6767.398928571427
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,55.0,3.0,4.0,10593.342857142854
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,52.0,6.0,1.0,7355.172142857143
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,53.0,6.0,0.0,9884.093928571428
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,53.0,4.0,4.0,10927.04642857143
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,52.0,6.0,5.0,8178.707857142857
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,53.0,2.0,5.0,10163.855357142855
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,4.0,0.0,10923.335714285713
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,51.0,6.0,6.0,6859.159999999999
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,52.0,2.0,6.0,9900.19142857143
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,4.0,3.0,10804.228571428572
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,55.0,4.0,2.0,10671.007142857143
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,50.0,4.0,4.0,9735.156428571428
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,52.0,0.0,5.0,14485.667857142853
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,51.0,2.0,4.0,10013.376785714285
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,54.0,0.0,2.0,12841.150000000003
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,52.0,5.0,3.0,7994.454642857142
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,52.0,4.0,5.0,9793.9225
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,51.0,0.0,2.0,11450.800000000003
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,54.0,1.0,1.0,14082.242857142857
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,53.0,3.0,0.0,10070.107142857143
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,53.0,3.0,3.0,10860.82142857143
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,51.0,5.0,5.0,7751.439285714286
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,52.0,4.0,3.0,7856.186071428571
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,52.0,2.0,2.0,9551.050357142856
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,53.0,6.0,1.0,10032.352857142858
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,52.0,5.0,4.0,7926.870714285712
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,53.0,4.0,0.0,10060.5725
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,50.0,3.0,3.0,8853.572499999998
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,4.0,5.0,10781.817857142856
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,5.0,0.0,10834.125000000002
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,53.0,5.0,6.0,10848.899999999998
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,55.0,3.0,1.0,10599.524999999998
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,51.0,2.0,1.0,9224.054285714288
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,55.0,3.0,5.0,10553.014285714287
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,51.0,5.0,2.0,10043.634642857143
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,1.0,0.0,19264.049999999996
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,55.0,6.0,4.0,8738.042857142858
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,55.0,3.0,6.0,7923.71
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,52.0,5.0,2.0,7197.506071428572
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,50.0,6.0,3.0,8775.375000000002
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,53.0,6.0,5.0,9862.310714285715
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,51.0,5.0,4.0,6826.821428571429
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,50.0,4.0,4.0,9656.111071428573
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,52.0,4.0,1.0,10517.064285714285
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,54.0,2.0,6.0,11328.235714285713
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,50.0,4.0,5.0,8859.462857142857
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,54.0,2.0,1.0,10301.110714285716
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,51.0,0.0,2.0,17514.37142857143
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,52.0,6.0,0.0,10481.189285714283
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,52.0,4.0,6.0,9612.191785714285
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,52.0,6.0,6.0,9602.042142857143
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,51.0,3.0,1.0,10031.131071428574
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0,3.0,6.0,6571.3274999999985
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,52.0,2.0,1.0,9583.359642857145
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,50.0,6.0,5.0,8793.626428571428
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,55.0,3.0,4.0,11601.850000000004
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,51.0,0.0,4.0,11456.985714285713
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,50.0,6.0,4.0,6754.821785714286
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,50.0,3.0,0.0,8826.060714285713
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,52.0,3.0,3.0,9665.455714285714
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,55.0,1.0,0.0,21243.01428571428
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,55.0,6.0,3.0,10859.528571428571
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,55.0,0.0,6.0,15826.046428571424
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,54.0,0.0,3.0,15478.121428571425
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,2.0,4.0,10791.771428571428
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,54.0,2.0,2.0,11407.967857142854
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,54.0,4.0,1.0,10274.035714285714
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,53.0,1.0,2.0,9883.741785714285
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,54.0,0.0,2.0,14090.989285714284
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,51.0,2.0,5.0,9337.723214285714
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,53.0,2.0,5.0,10853.178571428574
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,54.0,0.0,2.0,15361.442857142856
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,51.0,6.0,0.0,7641.635357142857
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,52.0,3.0,0.0,10469.65
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,54.0,6.0,0.0,10255.267857142855
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,52.0,4.0,5.0,7938.182142857144
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,54.0,0.0,3.0,12965.242857142857
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,51.0,3.0,1.0,9213.715000000002
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,50.0,3.0,3.0,9744.465714285714
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,54.0,3.0,0.0,11435.917857142858
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,50.0,2.0,2.0,6601.925714285714
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,54.0,4.0,6.0,8416.760357142859
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0,6.0,5.0,6700.596071428569
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,50.0,5.0,1.0,6624.606428571429
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,53.0,6.0,6.0,10849.957142857138
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,54.0,2.0,0.0,11189.703571428574
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,52.0,5.0,2.0,9782.402857142859
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,54.0,5.0,5.0,10254.846428571429
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,54.0,1.0,3.0,12747.035714285712
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,54.0,6.0,0.0,10247.489285714288
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,54.0,3.0,5.0,10394.617857142859
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,55.0,2.0,1.0,14491.078571428574
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,50.0,1.0,0.0,14466.653571428571
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,52.0,4.0,2.0,10567.210714285715
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,51.0,1.0,0.0,18248.785714285714
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,53.0,0.0,2.0,9857.774642857144
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,51.0,2.0,5.0,6942.591071428572
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,55.0,0.0,2.0,13386.29642857143
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,55.0,2.0,0.0,10543.764285714284
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,55.0,6.0,1.0,10614.02142857143
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,54.0,1.0,6.0,10344.975000000002
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,51.0,4.0,6.0,7529.296785714285
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,50.0,4.0,1.0,8753.069642857143
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,52.0,0.0,1.0,20865.100000000002
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,54.0,0.0,6.0,14099.292857142858
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,54.0,4.0,3.0,11306.503571428573
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,51.0,2.0,3.0,10048.102499999999
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,51.0,1.0,6.0,10225.389642857144
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,50.0,5.0,2.0,7319.682500000001
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,53.0,5.0,0.0,10493.676785714284
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,54.0,5.0,0.0,10224.142857142857
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,53.0,5.0,0.0,10102.731785714288
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,50.0,6.0,2.0,7264.287142857143
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,53.0,4.0,0.0,9973.011428571428
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,52.0,5.0,6.0,7245.562857142858
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,51.0,0.0,1.0,34956.30714285715
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,52.0,2.0,6.0,7494.632857142858
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,51.0,3.0,0.0,10029.83642857143
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,3.0,5.0,7358.793571428571
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,52.0,0.0,3.0,13037.542857142855
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,55.0,6.0,1.0,8716.209285714285
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,54.0,2.0,6.0,11469.574999999999
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,55.0,0.0,4.0,14563.057142857144
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,54.0,2.0,5.0,10688.996428571427
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,52.0,0.0,1.0,20813.217857142856
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,53.0,0.0,5.0,15026.407142857146
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,54.0,4.0,4.0,10381.475000000002
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,52.0,2.0,1.0,7387.25607142857
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,55.0,6.0,2.0,11914.410714285712
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,54.0,5.0,5.0,11186.685714285713
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,53.0,2.0,0.0,9996.221071428572
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,55.0,0.0,6.0,13175.69642857143
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,51.0,0.0,1.0,18502.707142857143
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,50.0,4.0,2.0,9714.955714285712
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,55.0,4.0,0.0,10630.628571428571
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,53.0,5.0,4.0,10923.185714285715
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,52.0,3.0,5.0,10471.867857142859
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,55.0,1.0,2.0,13420.353571428572
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,53.0,0.0,3.0,15012.70357142857
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,55.0,2.0,1.0,11619.403571428573
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,50.0,1.0,5.0,7312.512499999999
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,55.0,4.0,3.0,11676.05
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,54.0,0.0,5.0,12737.975
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,51.0,1.0,5.0,9279.212142857143
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,52.0,1.0,4.0,13059.957142857145
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,55.0,6.0,2.0,11619.649999999998
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,54.0,0.0,2.0,10298.028571428571
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,51.0,6.0,3.0,6884.107857142859
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,52.0,0.0,5.0,11938.55357142857
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,54.0,6.0,3.0,11210.389285714287
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,50.0,0.0,2.0,11019.182142857142
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,52.0,5.0,1.0,7261.473571428571
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,52.0,5.0,6.0,7857.61
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,51.0,1.0,6.0,7066.042142857143
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,55.0,1.0,1.0,13378.035714285716
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,54.0,1.0,4.0,10575.957142857145
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,51.0,6.0,5.0,6866.598928571427
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0,5.0,1.0,6733.779285714286
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,54.0,3.0,1.0,11281.457142857142
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,50.0,3.0,5.0,8780.410357142855
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,53.0,3.0,6.0,10948.825000000003
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,55.0,0.0,3.0,15946.321428571424
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,54.0,3.0,2.0,10210.628571428571
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,51.0,3.0,5.0,10126.467857142856
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,53.0,3.0,6.0,10783.621428571429
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,52.0,2.0,1.0,10479.282142857146
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,55.0,6.0,4.0,11633.800000000001
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,52.0,6.0,3.0,7954.2135714285705
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,51.0,5.0,5.0,7550.776428571428
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,51.0,5.0,1.0,9169.127142857144
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,3.0,4.0,9769.202142857142
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,53.0,0.0,3.0,12294.385714285714
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,51.0,5.0,1.0,10207.062857142853
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,51.0,6.0,6.0,6824.088928571427
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,50.0,1.0,3.0,12002.64642857143
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,51.0,4.0,2.0,10132.605
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,4.0,6.0,7338.8614285714275
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,55.0,0.0,3.0,13223.842857142856
