HAVE_CRYPTO,HAVE_HASH,HAVE_REPLICATION,HAVE_VERIFY,HAVE_SEQUENCE,HAVE_STATISTICS,DIAGNOSTIC,PS1K,PS4K,PS8K,PS16K,PS32K,CS32MB,CS16MB,CS64MB,CS512MB,PERF
1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,21.19897587
1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,19.93231064
1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,19.92075226
1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,21.21048718
1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,21.24630553
1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,19.92860511
1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,21.20157997
1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,19.92316471
1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2.042819128
1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,21.26743787
1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,19.95687025
1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,19.95916011
1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,21.17660667
1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,21.17459328
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.612700821
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.252543108
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.629265821
0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.247499459
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.64052
0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0.388895128
0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0.629887077
0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1.258028889
0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1.243906205
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.631982923
0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1.243687974
0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0.631441872
0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1.25072341
0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0.63781241
0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0.625970051
0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1.25342241
1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,2.068593897
0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1.25287541
0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.633404692
0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1.304437231
0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.641200821
0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1.302772897
0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0.635487077
0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0.641378103
0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1.255080667
0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1.268812526
0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0.651508564
0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0.531498744
0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1.3133862
0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0.647400564
0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1.275592436
0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0.65035459
0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0.653826513
0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1.312261641
0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1.262653462
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20.01780249
1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21.25280754
1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,20.02159232
0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.535565436
0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0.583304385
1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,21.28366354
1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,20.00152629
1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,20.024596
1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,21.24382928
1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,21.23933637
1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,19.99529554
1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,21.29568673
1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,20.01191695
1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,21.28273598
1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,19.99141861
0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0.375801231
1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,19.99619753
1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,21.25479949
1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,21.22299632
1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,19.96481059
1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,21.24863892
1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,20.01478014
1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,21.31241385
1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,19.90538049
1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,19.90456297
1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,21.18982361
0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0.383039154
1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,21.2035749
1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,19.98451279
1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,21.22060155
1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,19.92970703
1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,21.23409808
1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,20.01879665
1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,19.94681216
1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,21.25768974
1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,21.17483426
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.614594205
1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,3.223393846
0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1.257713718
0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0.631724872
0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1.257221154
0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0.641430795
0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0.629064462
0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1.269346436
0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1.24962741
0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0.633320821
0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1.256827179
0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0.632625051
1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2.037250308
0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1.257356821
0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0.634508846
0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0.627086128
0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1.266046538
0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1.271312243
1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,20.01177867
1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,21.30400905
1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,19.97433734
1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,21.27398444
1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,20.02040408
1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,3.282110231
1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,20.01468172
1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,21.21028228
1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,21.30114826
1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,19.99213508
1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,21.23173941
1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,19.96870426
1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,21.27565223
1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,20.01909651
1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,19.98119746
1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,21.29197168
1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,2.083124538
1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,21.24742033
0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.632554077
0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1.311360513
0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0.639103
0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1.305762564
0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0.642781462
0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0.64805459
0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1.311689692
0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1.306237051
1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,19.95715879
0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0.521094718
1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,21.27387846
1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,19.98744177
1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,21.25621059
1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,19.93439621
1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,19.97119387
1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,21.272041
1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,21.2309177
0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0.634444667
0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1.261588333
0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0.642219184
0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0.568080718
0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1.254755297
1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,19.93440562
1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,19.92248129
1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,21.24259379
1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,21.25088186
0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0.645380923
0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1.26689141
1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,19.89860156
1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,21.26638163
0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0.643119692
1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,3.250255282
1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,19.96430441
0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1.266639615
1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,21.1979781
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.616064289
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.631668333
0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0.64441959
0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0.631216359
0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.644655667
0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0.634721154
0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0.639872615
0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0.587467436
1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,3.293209359
0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0.626857564
0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0.639950385
0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0.643286868
0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0.641279128
0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0.643885923
0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0.650722897
0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0.644951641
0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0.645974436
0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0.646597718
0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0.615312615
0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0.524764231
0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0.626971179
0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0.637133359
0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0.624749205
0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0.637563795
0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0.643347564
0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0.644649667
0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0.646993487
0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0.628421564
0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0.633932179
0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0.635847051
1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,3.231487564
0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0.641195333
0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0.631554795
0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0.644264231
0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0.625459744
0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0.643108333
0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.253392526
0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1.246202385
0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1.252553189
0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1.244758184
0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1.2466695
0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0.579709667
0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1.25695527
0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1.257715718
0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1.255364737
0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1.257744579
0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1.257509385
0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1.258357703
0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1.266527667
0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1.269359342
0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1.260393
0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1.242554658
1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,3.268753974
0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1.26646241
0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1.306609974
0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1.311878641
0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1.304623053
0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1.304745077
0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1.30766541
0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1.309210026
0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1.308969974
0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1.308403263
0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1.255817667
0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0.369315692
0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1.269944205
0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1.263277237
0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1.255429872
0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1.270811676
0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1.268632667
0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1.2566145
0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1.259644128
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,20.00143346
1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,19.98772553
1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,20.00648359
0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0.395670231
1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,20.027798
1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,20.00142997
1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,20.02475149
1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,19.97238192
1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,20.00973364
1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,19.97858892
1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,19.98219465
1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,19.92778754
1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,19.9482783
1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,19.97862474
0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0.363682974
1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,19.93159044
1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,19.97872489
1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,19.94966495
1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,21.26058623
1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,21.23990885
1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,21.27247195
1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,21.28681595
1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,21.29392505
1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,21.24733903
1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,21.27358743
0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0.389837949
1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,21.26535206
1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,21.25198963
1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,21.31777859
1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,21.20058095
1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,21.2099142
1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,21.26151403
1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,21.23433421
1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,21.24276103
1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,21.20335029
1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,20.03186854
1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,2.041516821
1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,20.01033866
1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,20.01728121
1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,19.99856803
1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,19.97796418
1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,19.97362715
1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,19.97156185
1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,19.97670651
1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,21.27879349
1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,21.29302503
1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,21.25770615
1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3.207007128
1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,2.035964333
1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,21.31407208
1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,21.28593639
1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,21.26385503
1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,21.28605072
1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,21.28539884
1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,19.91119882
1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,19.95081618
1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,19.96314174
1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,19.97209411
1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,21.26633738
1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,2.092158462
1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,21.25348403
1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,21.25208054
1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,21.232472
1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,19.9296991
1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,19.92699011
1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,21.21982923
1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,21.24085666
1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,19.91862477
1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,21.24745624
1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,19.96495761
1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,2.066768769
1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,21.21414316
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.617434641
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.645698308
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.635639231
0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0.635227718
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.639552316
0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0.636992462
0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0.649953256
0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0.644833205
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.618824205
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.529223385
0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0.637905282
0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0.636577231
0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0.640287897
0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0.633320026
0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0.639576333
0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0.633192256
0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0.644440436
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,20.04715256
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,19.96532616
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,19.96464238
0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0.567226564
1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,19.99324155
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,20.00845023
1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,20.01705464
1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,19.98010218
1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,19.97124603
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,19.95865126
1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,19.9630987
1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,19.94906605
1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,19.97935082
1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,19.95329897
1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3.256468205
1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,19.978903
1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,19.93603046
1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,19.91324968
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.631411718
0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0.627874103
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0.638221658
0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0.623182846
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.643365974
0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0.641539211
0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0.649359538
1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,3.268796795
0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0.653330333
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,20.02387103
1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,20.02684403
1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,19.99099276
1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,19.97546534
1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,19.97009508
1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,19.90889889
1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,19.98075616
1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,19.96142562
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.633195395
0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.361715436
0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0.629039205
0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0.636149846
0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0.627516282
1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,20.01777542
1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,20.02152342
1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,19.98329036
1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,19.97418416
0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0.646539436
0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0.646901237
1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,19.9481139
1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2.020166487
1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,19.93999949
