no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead_20,rc_lookahead_40,rc_lookahead_60,ref_1,ref_5,ref_9,PERF
0,0,0,1,1,1,1,0,0,1,0,0,1,672.207
0,1,0,0,1,0,1,0,0,1,0,0,1,712.727
0,1,0,0,1,1,1,0,0,1,0,0,1,576.247
0,1,0,1,1,0,1,0,0,1,0,0,1,806.923
0,1,0,1,1,1,1,0,0,1,0,0,1,666.33
0,0,1,0,0,0,0,0,0,1,0,0,1,617.42
0,0,1,1,0,0,0,0,0,1,0,0,1,745.597
0,1,1,0,0,0,0,0,0,1,0,0,1,607.927
0,1,1,1,0,0,0,0,0,1,0,0,1,734.21
0,0,1,0,0,0,1,0,0,1,0,0,1,616.96
0,1,1,0,0,0,1,0,0,1,0,0,1,607.7
0,0,1,1,0,0,1,0,0,1,0,0,1,745.443
0,1,1,1,0,0,1,0,0,1,0,0,1,733.763
0,0,1,0,1,0,0,0,0,1,0,0,1,726.917
0,0,1,1,1,0,0,0,0,1,0,0,1,821.76
0,0,1,0,1,0,1,0,0,1,0,0,1,726.6
0,0,1,1,1,0,1,0,0,1,0,0,1,821.51
0,1,1,0,1,0,0,0,0,1,0,0,1,715.827
0,1,1,0,1,0,1,0,0,1,0,0,1,715.747
0,1,1,1,1,0,0,0,0,1,0,0,1,809.807
0,1,1,1,1,0,1,0,0,1,0,0,1,809.53
0,0,1,0,0,1,0,0,0,1,0,0,1,510.837
0,0,1,1,0,1,0,0,0,1,0,0,1,631.737
0,1,1,0,0,1,0,0,0,1,0,0,1,508.767
0,1,1,1,0,1,0,0,0,1,0,0,1,628.15
0,0,1,0,1,1,0,0,0,1,0,0,1,580.477
0,1,1,0,1,1,0,0,0,1,0,0,1,575.663
0,0,1,1,1,1,0,0,0,1,0,0,1,671.747
0,1,1,1,1,1,0,0,0,1,0,0,1,665.2
0,0,1,0,0,1,1,0,0,1,0,0,1,510.89
0,0,1,1,0,1,1,0,0,1,0,0,1,631.583
0,0,1,0,1,1,1,0,0,1,0,0,1,580.41
0,0,1,1,1,1,1,0,0,1,0,0,1,671.55
0,1,1,0,0,1,1,0,0,1,0,0,1,508.607
0,1,1,0,1,1,1,0,0,1,0,0,1,575.553
0,1,1,1,0,1,1,0,0,1,0,0,1,627.813
0,1,1,1,1,1,1,0,0,1,0,0,1,665.167
1,0,0,0,0,0,0,0,0,1,0,0,1,588.54
1,0,0,1,0,0,0,0,0,1,0,0,1,713.577
1,1,0,0,0,0,0,0,0,1,0,0,1,581.813
1,1,0,1,0,0,0,0,0,1,0,0,1,706.247
1,0,0,0,0,0,1,0,0,1,0,0,1,588.2
1,1,0,0,0,0,1,0,0,1,0,0,1,581.717
1,0,0,1,0,0,1,0,0,1,0,0,1,712.953
1,1,0,1,0,0,1,0,0,1,0,0,1,706.063
1,0,0,0,0,1,0,0,0,1,0,0,1,499.27
1,0,0,1,0,1,0,0,0,1,0,0,1,617.207
1,0,0,0,0,1,1,0,0,1,0,0,1,498.827
1,0,0,1,0,1,1,0,0,1,0,0,1,616.97
1,1,0,0,0,1,0,0,0,1,0,0,1,493.96
1,1,0,0,0,1,1,0,0,1,0,0,1,493.543
1,1,0,1,0,1,0,0,0,1,0,0,1,611.6
1,1,0,1,0,1,1,0,0,1,0,0,1,611.433
1,0,1,0,0,0,0,0,0,1,0,0,1,590.55
1,0,1,1,0,0,0,0,0,1,0,0,1,715.737
1,1,1,0,0,0,0,0,0,1,0,0,1,584.977
1,1,1,1,0,0,0,0,0,1,0,0,1,707.597
1,0,1,0,0,1,0,0,0,1,0,0,1,497.803
1,1,1,0,0,1,0,0,0,1,0,0,1,493.007
1,0,1,1,0,1,0,0,0,1,0,0,1,615.9
1,1,1,1,0,1,0,0,0,1,0,0,1,609.887
1,0,1,0,0,0,1,0,0,1,0,0,1,590.837
1,0,1,1,0,0,1,0,0,1,0,0,1,715.583
1,0,1,0,0,1,1,0,0,1,0,0,1,497.37
1,0,1,1,0,1,1,0,0,1,0,0,1,616.133
1,1,1,0,0,0,1,0,0,1,0,0,1,583.847
1,1,1,0,0,1,1,0,0,1,0,0,1,492.427
1,1,1,1,0,0,1,0,0,1,0,0,1,707.493
1,1,1,1,0,1,1,0,0,1,0,0,1,609.697
1,0,0,0,1,0,0,0,0,1,0,0,1,687.473
1,0,0,1,1,0,0,0,0,1,0,0,1,781.163
1,1,0,0,1,0,0,0,0,1,0,0,1,680.563
1,1,0,1,1,0,0,0,0,1,0,0,1,773.437
1,0,0,0,1,0,1,0,0,1,0,0,1,687.033
1,1,0,0,1,0,1,0,0,1,0,0,1,680.727
1,0,0,1,1,0,1,0,0,1,0,0,1,780.79
1,1,0,1,1,0,1,0,0,1,0,0,1,773.463
1,0,1,0,1,0,0,0,0,1,0,0,1,690.873
1,0,1,1,1,0,0,0,0,1,0,0,1,783.783
1,0,1,0,1,0,1,0,0,1,0,0,1,690.39
1,0,1,1,1,0,1,0,0,1,0,0,1,783.517
1,1,1,0,1,0,0,0,0,1,0,0,1,683.52
1,1,1,0,1,0,1,0,0,1,0,0,1,683.543
1,1,1,1,1,0,0,0,0,1,0,0,1,775.81
1,1,1,1,1,0,1,0,0,1,0,0,1,775.68
1,0,0,0,1,1,0,0,0,1,0,0,1,561.847
1,0,0,1,1,1,0,0,0,1,0,0,1,652.483
1,1,0,0,1,1,0,0,0,1,0,0,1,556.63
1,1,0,1,1,1,0,0,0,1,0,0,1,645.51
1,0,1,0,1,1,0,0,0,1,0,0,1,561.933
1,1,1,0,1,1,0,0,0,1,0,0,1,555.633
1,0,1,1,1,1,0,0,0,1,0,0,1,651.64
1,1,1,1,1,1,0,0,0,1,0,0,1,644.16
1,0,0,0,1,1,1,0,0,1,0,0,1,561.97
1,0,0,1,1,1,1,0,0,1,0,0,1,652.373
1,0,1,0,1,1,1,0,0,1,0,0,1,561.333
1,0,1,1,1,1,1,0,0,1,0,0,1,651.2
1,1,0,0,1,1,1,0,0,1,0,0,1,556.34
1,1,1,0,1,1,1,0,0,1,0,0,1,555.18
1,1,0,1,1,1,1,0,0,1,0,0,1,645.38
1,1,1,1,1,1,1,0,0,1,0,0,1,644.033
0,0,0,0,0,0,0,0,1,0,0,0,1,612.97
0,1,0,0,0,0,0,0,1,0,0,0,1,604.747
0,0,0,0,0,0,1,0,1,0,0,0,1,612.643
0,1,0,0,0,0,1,0,1,0,0,0,1,604.123
0,0,0,0,0,1,0,0,1,0,0,0,1,511.153
0,0,0,0,0,1,1,0,1,0,0,0,1,510.857
0,1,0,0,0,1,0,0,1,0,0,0,1,509.37
0,1,0,0,0,1,1,0,1,0,0,0,1,509.033
0,0,0,0,1,0,0,0,1,0,0,0,1,721.563
0,1,0,0,1,0,0,0,1,0,0,0,1,712.917
0,0,0,0,1,1,0,0,1,0,0,0,1,580.877
0,1,0,0,1,1,0,0,1,0,0,0,1,576.41
0,0,0,0,1,0,1,0,1,0,0,0,1,722.037
0,0,0,0,1,1,1,0,1,0,0,0,1,580.627
0,1,0,0,1,0,1,0,1,0,0,0,1,712.637
0,1,0,0,1,1,1,0,1,0,0,0,1,576.277
1,0,0,0,0,0,0,0,1,0,0,0,1,587.773
1,1,0,0,0,0,0,0,1,0,0,0,1,581.513
1,0,0,0,0,0,1,0,1,0,0,0,1,587.24
1,1,0,0,0,0,1,0,1,0,0,0,1,581.107
1,0,0,0,1,0,0,0,1,0,0,0,1,687.6
1,0,0,0,1,0,1,0,1,0,0,0,1,687.147
1,1,0,0,1,0,0,0,1,0,0,0,1,680.557
1,1,0,0,1,0,1,0,1,0,0,0,1,680.477
1,0,0,0,0,1,0,0,1,0,0,0,1,498.49
1,1,0,0,0,1,0,0,1,0,0,0,1,493.277
1,0,0,0,1,1,0,0,1,0,0,0,1,561.96
1,1,0,0,1,1,0,0,1,0,0,0,1,556.513
1,0,0,0,0,1,1,0,1,0,0,0,1,497.99
1,0,0,0,1,1,1,0,1,0,0,0,1,562.067
1,1,0,0,0,1,1,0,1,0,0,0,1,492.937
1,1,0,0,1,1,1,0,1,0,0,0,1,556.307
0,0,0,1,0,0,0,0,1,0,0,0,1,741.59
0,1,0,1,0,0,0,0,1,0,0,0,1,731.353
0,0,0,1,0,0,1,0,1,0,0,0,1,741.207
0,1,0,1,0,0,1,0,1,0,0,0,1,731.217
0,0,0,1,0,1,0,0,1,0,0,0,1,632.127
0,0,0,1,0,1,1,0,1,0,0,0,1,632.063
0,1,0,1,0,1,0,0,1,0,0,0,1,628.757
0,1,0,1,0,1,1,0,1,0,0,0,1,628.497
1,0,0,1,0,0,0,0,1,0,0,0,1,712.54
1,1,0,1,0,0,0,0,1,0,0,0,1,705.397
1,0,0,1,0,1,0,0,1,0,0,0,1,616.687
1,1,0,1,0,1,0,0,1,0,0,0,1,610.957
1,0,0,1,0,0,1,0,1,0,0,0,1,712.667
1,0,0,1,0,1,1,0,1,0,0,0,1,616.61
1,1,0,1,0,0,1,0,1,0,0,0,1,705.213
1,1,0,1,0,1,1,0,1,0,0,0,1,610.687
0,0,0,1,1,0,0,0,1,0,0,0,1,818.04
0,1,0,1,1,0,0,0,1,0,0,0,1,807.273
0,0,0,1,1,0,1,0,1,0,0,0,1,817.34
0,1,0,1,1,0,1,0,1,0,0,0,1,807
1,0,0,1,1,0,0,0,1,0,0,0,1,780.93
1,0,0,1,1,0,1,0,1,0,0,0,1,780.757
1,1,0,1,1,0,0,0,1,0,0,0,1,773.387
1,1,0,1,1,0,1,0,1,0,0,0,1,773.22
0,0,0,1,1,1,0,0,1,0,0,0,1,672.413
0,1,0,1,1,1,0,0,1,0,0,0,1,666.503
1,0,0,1,1,1,0,0,1,0,0,0,1,652.653
1,1,0,1,1,1,0,0,1,0,0,0,1,645.54
0,0,0,1,1,1,1,0,1,0,0,0,1,672.213
1,0,0,1,1,1,1,0,1,0,0,0,1,652.433
0,1,0,1,1,1,1,0,1,0,0,0,1,666.493
1,1,0,1,1,1,1,0,1,0,0,0,1,645.303
0,0,1,0,0,0,0,0,1,0,0,0,1,616.62
0,1,1,0,0,0,0,0,1,0,0,0,1,607.537
0,0,1,0,0,0,1,0,1,0,0,0,1,616.087
0,1,1,0,0,0,1,0,1,0,0,0,1,607.033
0,0,1,0,0,1,0,0,1,0,0,0,1,510.183
0,0,1,0,0,1,1,0,1,0,0,0,1,510.017
0,1,1,0,0,1,0,0,1,0,0,0,1,508.34
0,1,1,0,0,1,1,0,1,0,0,0,1,508.003
0,0,1,0,1,0,0,0,1,0,0,0,1,726.79
0,1,1,0,1,0,0,0,1,0,0,0,1,715.993
0,0,1,0,1,1,0,0,1,0,0,0,1,580.543
0,1,1,0,1,1,0,0,1,0,0,0,1,575.7
0,0,1,0,1,0,1,0,1,0,0,0,1,726.643
0,0,1,0,1,1,1,0,1,0,0,0,1,580.577
0,1,1,0,1,0,1,0,1,0,0,0,1,715.907
0,1,1,0,1,1,1,0,1,0,0,0,1,575.397
0,0,1,1,0,0,0,0,1,0,0,0,1,744.893
0,1,1,1,0,0,0,0,1,0,0,0,1,733.777
0,0,1,1,0,0,1,0,1,0,0,0,1,744.26
0,1,1,1,0,0,1,0,1,0,0,0,1,733.217
0,0,1,1,1,0,0,0,1,0,0,0,1,821.527
0,0,1,1,1,0,1,0,1,0,0,0,1,821.757
0,1,1,1,1,0,0,0,1,0,0,0,1,809.97
0,1,1,1,1,0,1,0,1,0,0,0,1,809.5
0,0,1,1,0,1,0,0,1,0,0,0,1,631.283
0,1,1,1,0,1,0,0,1,0,0,0,1,627.5
0,0,1,1,1,1,0,0,1,0,0,0,1,671.697
0,1,1,1,1,1,0,0,1,0,0,0,1,665.293
0,0,1,1,0,1,1,0,1,0,0,0,1,631.053
0,0,1,1,1,1,1,0,1,0,0,0,1,671.5
0,1,1,1,0,1,1,0,1,0,0,0,1,627.24
0,1,1,1,1,1,1,0,1,0,0,0,1,665.23
1,0,1,0,0,0,0,0,1,0,0,0,1,590.18
1,1,1,0,0,0,0,0,1,0,0,0,1,583.527
1,0,1,0,0,0,1,0,1,0,0,0,1,589.74
1,1,1,0,0,0,1,0,1,0,0,0,1,583.427
1,0,1,0,0,1,0,0,1,0,0,0,1,497.333
1,0,1,0,0,1,1,0,1,0,0,0,1,496.78
1,1,1,0,0,1,0,0,1,0,0,0,1,492.13
1,1,1,0,0,1,1,0,1,0,0,0,1,491.697
1,0,1,1,0,0,0,0,1,0,0,0,1,715.25
1,1,1,1,0,0,0,0,1,0,0,0,1,706.833
1,0,1,1,0,1,0,0,1,0,0,0,1,615.093
1,1,1,1,0,1,0,0,1,0,0,0,1,609.2
1,0,1,1,0,0,1,0,1,0,0,0,1,714.667
1,0,1,1,0,1,1,0,1,0,0,0,1,615.06
1,1,1,1,0,0,1,0,1,0,0,0,1,706.59
1,1,1,1,0,1,1,0,1,0,0,0,1,608.68
1,0,1,0,1,0,0,0,1,0,0,0,1,690.717
1,1,1,0,1,0,0,0,1,0,0,0,1,683.763
1,0,1,0,1,0,1,0,1,0,0,0,1,690.217
1,1,1,0,1,0,1,0,1,0,0,0,1,683.257
1,0,1,1,1,0,0,0,1,0,0,0,1,783.877
1,0,1,1,1,0,1,0,1,0,0,0,1,783.777
1,1,1,1,1,0,0,0,1,0,0,0,1,775.663
1,1,1,1,1,0,1,0,1,0,0,0,1,775.54
1,0,1,0,1,1,0,0,1,0,0,0,1,561.743
1,1,1,0,1,1,0,0,1,0,0,0,1,555.613
1,0,1,1,1,1,0,0,1,0,0,0,1,651.49
1,1,1,1,1,1,0,0,1,0,0,0,1,644.357
1,0,1,0,1,1,1,0,1,0,0,0,1,561.42
1,0,1,1,1,1,1,0,1,0,0,0,1,651.287
1,1,1,0,1,1,1,0,1,0,0,0,1,555.26
1,1,1,1,1,1,1,0,1,0,0,0,1,643.983
